CensusTract,State,County,Urban,POP2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
6025011000,California,Imperial,1,12047,3634,0,31,0.0025733,0,0,0,0,0,0,12.6,75718,1,1,1,1,1,0,0,0,5677.180105,9382.606456,5677.180105,1132.291659,2074.230247,1132.291659,9382.606456,0.77883344,2074.230247,0.172178156,3114.030898,0.258490155,498.3035555,0.04136329,5853.216165,0.485865042,212.4178408,0.017632426,234.3512718,0.019453081,3.00000003,0.000249025,112.6648128,0.009352105,2966.956368,0.24628176,6761.086733,0.56122576,21.2905685,0.005858715,174.8488188,0.0481147,5677.180105,0.471252603,1132.291659,0.093989513,1907.200789,0.158313339,257.0273559,0.021335383,3616.505095,0.300199643,129.1696593,0.010722143,150.2463778,0.012471684,3.00000003,0.000249025,81.00030004,0.006723691,1697.258668,0.140886417,4117.832196,0.341813912,7.741074881,0.00213018,103.9891055,0.028615604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3241,3829,873,7497,278,248,4,135,3885,8712,75,230
6025011100,California,Imperial,0,3685,1093,0,167,0.0453189,0,0,0,0,0,1,16.6,48814,0,0,0,0,0,0,0,0,46.22844611,46.22844611,0.0,26.83942778,26.83942778,0.0,3685.000009,1.000000002,1986.324849,0.53902981,1056.999998,0.286838534,426.9999996,0.115875169,2038.999996,0.553324287,103.000001,0.027951154,75.00000049,0.020352782,4.00000009,0.001085482,23.0000004,0.00624152,1441.0,0.391044776,2459.000002,0.667299865,56.17138624,0.051391936,113.9938652,0.104294479,3654.752544,0.991791735,1971.688979,0.535058068,1049.738885,0.284868083,422.3434623,0.114611523,2019.268622,0.547969775,103.000001,0.027951154,74.723694,0.0202778,4.00000009,0.001085482,23.0000004,0.00624152,1430.760217,0.388266002,2446.236991,0.663836361,56.04979078,0.051280687,112.9793264,0.103366264,46.22844611,0.012545033,26.83942778,0.007283427,11.0462352,0.002997621,4.945918535,0.001342176,25.29899244,0.006865398,7.000000319,0.001899593,0.0,0.0,0.0,0.0,0.0,0.0,13.92945317,0.003780042,37.12526967,0.0100747,0.0,0.0,1.577617774,0.001443383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1715,1057,427,2039,103,75,4,23,1441,2459,44,102
6025011201,California,Imperial,1,6043,1787,0,0,0.0,0,0,0,0,0,0,12.6,78021,1,1,1,1,1,0,0,0,2370.724912,4913.725896,2370.724912,749.8407756,1556.694966,749.8407756,4913.725896,0.813126906,1556.694966,0.257603006,1658.649281,0.27447448,293.4381555,0.048558358,3292.799978,0.544894916,80.84537206,0.01337835,154.0439771,0.025491308,8.999999672,0.001489326,51.26059594,0.00848264,1325.775987,0.219390367,3694.670791,0.611396788,56.09218397,0.031389023,124.2061343,0.069505391,2370.724912,0.392309269,749.8407756,0.124084193,819.8922808,0.135676366,106.7403673,0.017663473,1608.003363,0.266093557,39.86778713,0.00659735,59.54439627,0.00985345,7.890945435,0.001305799,33.81575417,0.005595855,621.6026684,0.102863258,1759.431374,0.291151973,27.50131587,0.015389656,60.22059769,0.033699271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,1954,463,4025,98,172,9,64,1675,4604,73,162
6025011202,California,Imperial,1,5444,1832,0,0,0.0,0,0,0,0,0,1,31.0,30494,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4108,1716,583,3207,102,91,7,60,1977,4718,276,442
6025011300,California,Imperial,0,10460,2582,0,653,0.0624283,0,0,0,1,1,1,17.0,49232,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,10459.99992,0.999999993,4863.09553,0.464923091,3344.999995,0.319789674,826.9999965,0.079063097,6426.999953,0.614435942,85.99999973,0.008221797,76.99999949,0.007361377,1.000000011,9.56023e-05,67.99999949,0.006500956,3800.999973,0.363384319,9715.999935,0.928871887,112.0088895,0.04338067,410.8728673,0.159129693,10371.22338,0.991512752,4810.180698,0.459864311,3319.067302,0.31731045,817.0023191,0.078107296,6370.247199,0.609010248,81.99999961,0.007839388,76.15209546,0.007280315,1.000000011,9.56023e-05,67.99999949,0.006500956,3773.824087,0.360786242,9649.146652,0.922480559,111.6733039,0.043250699,407.7526865,0.157921257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4338,3345,827,6427,86,77,1,68,3801,9716,114,373
6025011400,California,Imperial,1,4580,1220,0,18,0.0039301,1,1,1,0,0,1,35.6,28191,1,1,1,1,1,0,0,0,1165.416911,4082.149151,1165.416911,810.0022368,2901.927461,810.0022368,4082.149151,0.891298941,2901.927461,0.633608616,1373.498746,0.299890556,489.5019057,0.106878145,2051.276001,0.447876856,237.0944852,0.051767355,22.98395973,0.005018332,0.0,0.0,45.98763662,0.010040969,1724.807058,0.376595427,3762.879583,0.821589429,78.47553198,0.064324207,426.9202946,0.349934668,1165.416911,0.254457841,810.0022368,0.176856384,357.2705389,0.078006668,160.69421,0.035086072,652.7455549,0.142520864,50.62946695,0.011054469,15.0655717,0.003289426,0.0,0.0,10.44098797,0.002279692,436.5353295,0.095313391,1095.228256,0.239132807,32.27597741,0.026455719,120.6257137,0.098873536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3406,1536,544,2286,276,28,0,52,1938,4201,93,495
6025011500,California,Imperial,1,6232,1860,0,460,0.0738126,0,1,0,1,1,1,37.6,26111,0,1,0,1,0,0,0,1,0.0,1513.647692,0.0,0.0,1094.296952,0.0,1513.647692,0.242883134,1094.296952,0.175593221,426.6204464,0.068456426,232.3107132,0.037277072,905.817326,0.145349378,32.28853384,0.005181087,7.854368806,0.001260329,6.997725487,0.00112287,32.32556723,0.005187029,528.3641951,0.084782445,1428.177535,0.229168411,112.2680825,0.060359184,145.3081551,0.078122664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4297,1739,742,3449,173,89,8,132,2381,5491,399,520
6025011600,California,Imperial,1,6310,2024,0,72,0.0114105,0,1,0,1,1,1,33.4,33922,0,1,0,1,0,0,0,1,0.0,3423.409213,0.0,0.0,1960.233809,0.0,3423.409213,0.542537118,1960.233809,0.31065512,1025.957202,0.162592266,362.6914562,0.057478836,1876.347531,0.29736094,72.0724524,0.011421942,12.08934207,0.001915902,0.747053981,0.000118392,40.31875589,0.00638966,1421.834085,0.225330283,3009.833091,0.476994151,180.1632835,0.08901348,249.4294346,0.123235887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3466,1870,671,3455,139,57,2,82,2575,5359,299,438
6025011700,California,Imperial,1,4797,1418,0,31,0.0064624,0,0,0,0,0,0,18.2,62303,0,1,0,1,0,0,0,0,0.0,1302.938501,0.0,0.0,378.3508291,0.0,1302.938501,0.271615281,378.3508291,0.078872385,351.8919257,0.073356666,166.8473316,0.034781599,889.9334335,0.185518748,26.30643667,0.005483935,26.40893473,0.005505302,1.734564722,0.000361594,16.53530142,0.003447009,342.0198236,0.071298692,954.5631379,0.19899169,9.811763518,0.006919438,36.17397017,0.025510557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2339,1336,500,2913,111,68,7,41,1657,3901,51,122
6025011801,California,Imperial,1,3821,1177,0,6,0.0015703,0,0,0,0,0,0,2.0,94323,1,1,1,1,1,0,0,0,916.0407573,3386.638515,916.0407573,196.4747375,534.3084639,196.4747375,3386.638515,0.886322564,534.3084639,0.13983472,921.1446743,0.241074241,304.1529709,0.079600359,2470.500008,0.646558495,44.94537931,0.011762727,134.1070387,0.035097367,6.000000142,0.00157027,37.35992645,0.009777526,693.7261623,0.18155618,2195.439642,0.574572008,12.61398462,0.010717064,58.12620173,0.049385048,916.0407573,0.239738487,196.4747375,0.051419717,265.7213876,0.069542368,75.37584006,0.019726731,687.8647303,0.180022175,10.34585493,0.00270763,63.11645447,0.016518308,5.000000112,0.001308558,6.665666975,0.001744482,143.0480517,0.037437334,550.0417073,0.143952292,6.661654595,0.005659859,15.70179704,0.013340524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577,1047,336,2785,50,147,6,45,788,2491,16,63
6025011802,California,Imperial,1,4870,1670,0,226,0.0464066,1,1,1,1,1,1,19.4,52548,1,1,1,1,1,0,0,1,933.8835251,4346.985307,933.8835251,511.924963,2099.55416,511.924963,4346.985307,0.892604786,2099.55416,0.431119951,1126.453114,0.231304541,628.3717909,0.129029115,2881.899305,0.591765771,111.3762259,0.022869862,120.4453462,0.024732104,0.0,0.0,53.11982589,0.010907562,1180.144592,0.242329485,3166.367127,0.650178055,143.9632953,0.086205566,259.7960772,0.155566513,933.8835251,0.191762531,511.924963,0.105118062,253.3777272,0.052028281,113.5780753,0.023321987,657.23228,0.134955294,26.18593693,0.005376989,24.60262226,0.005051873,0.0,0.0,14.75487037,0.003029748,211.1078088,0.043348626,644.3679758,0.132313753,21.03099763,0.012593412,55.84263676,0.033438705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2487,1258,688,3147,136,153,0,59,1375,3558,195,312
6025011803,California,Imperial,0,5937,1749,0,9,0.0015159,0,0,0,0,0,0,5.6,98600,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5191.491999,0.874430183,925.4398738,0.155876684,1890.416665,0.318412778,260.4189976,0.043863735,3276.708264,0.551913132,78.9490935,0.013297809,301.6778059,0.050813173,4.39872483,0.0007409,69.1225084,0.011642666,1460.635579,0.246022499,4022.344944,0.677504623,27.20024818,0.015551886,51.29189655,0.029326413,1372.695564,0.231210302,244.6979025,0.041215749,528.8029227,0.089069045,70.93799348,0.011948458,938.6271109,0.15809788,21.57481425,0.003633959,88.35043797,0.014881327,0.334274325,5.63036e-05,18.6338926,0.003138604,305.1750293,0.051402228,1017.710553,0.171418318,7.141096177,0.00408296,13.46606713,0.007699295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1148,2024,411,3837,89,344,7,76,1584,4400,35,66
6025011900,California,Imperial,1,10966,2842,0,14,0.0012767,1,1,1,1,1,1,15.8,48792,1,1,1,1,1,0,0,1,895.1841838,9280.754489,895.1841838,588.7171369,4807.311738,588.7171369,9280.754489,0.846320854,4807.311738,0.438383343,2993.781461,0.273005787,955.6478316,0.087146437,5672.846272,0.517312263,17.33118737,0.001580448,101.7003581,0.009274153,1.000000002,9.1191e-05,45.52866735,0.004151803,3442.348037,0.313911001,8948.820381,0.816051466,149.9641848,0.05276713,291.0879565,0.10242363,895.1841838,0.0816327,588.7171369,0.053685677,230.394802,0.021009922,101.9715891,0.009298886,613.5324606,0.05594861,3.000000015,0.000273573,9.591322242,0.000874642,0.874377635,7.97353e-05,3.000000022,0.000273573,265.1860238,0.024182566,804.861281,0.073396068,8.542810831,0.003005915,31.99408212,0.011257594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5966,3565,1069,6681,25,117,1,51,4091,10588,171,334
6025012001,California,Imperial,1,3831,1069,0,17,0.0044375,0,1,0,0,0,1,33.4,32791,0,1,0,1,0,0,0,0,0.0,1634.332969,0.0,0.0,1215.436321,0.0,1634.332969,0.426607405,1215.436321,0.317263462,537.5713207,0.14032141,229.5062423,0.059907659,1044.262826,0.272582309,6.879376496,0.001795713,4.706459373,0.00122852,0.0,0.0,9.991468316,0.002608058,568.4928292,0.148392803,1612.828257,0.420994063,39.10494799,0.036580868,175.7095975,0.164368192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3415,1156,594,2388,14,13,4,20,1392,3770,82,379
6025012002,California,Imperial,1,9678,2455,0,9,0.0009299,0,1,0,0,0,1,18.2,54250,0,1,0,1,0,0,0,0,22.53589201,5083.592129,22.53589201,13.5935595,2915.009089,13.5935595,5083.592129,0.525273004,2915.009089,0.301199534,1651.255464,0.170619494,411.2985444,0.0424983,3256.064547,0.336439817,26.56257259,0.002744634,73.39542058,0.007583738,5.938955545,0.000613655,26.84040986,0.002773343,1694.790215,0.175117815,4913.523991,0.50770035,25.81202648,0.010514064,168.1587515,0.068496436,22.53589201,0.002328569,13.5935595,0.001404584,8.184053123,0.000845635,0.820645452,8.47949e-05,14.97205102,0.001547019,0.189379722,1.95681e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.374460697,0.000761982,22.53589201,0.002328569,0.056243368,2.29097e-05,0.646779932,0.000263454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4510,3126,870,6087,37,268,14,42,3230,9192,93,294
6025012100,California,Imperial,1,6937,2034,0,63,0.0090817,0,1,0,0,0,1,51.8,21792,0,1,0,1,0,0,0,0,0.0,1241.39697,0.0,0.0,1050.099791,0.0,1241.39697,0.178953001,1050.099791,0.151376646,384.0341344,0.055360262,188.5851661,0.027185407,702.3626254,0.101248757,6.532927513,0.000941751,8.387845576,0.001209146,0.0,0.0,13.92204314,0.002006926,510.1915116,0.073546419,1202.768898,0.17338459,83.93528439,0.041266118,129.3527678,0.063595264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5840,1995,1185,4004,39,64,0,55,2775,6700,453,623
6025012200,California,Imperial,1,7804,1916,0,1,0.0001281,1,1,1,0,0,1,22.8,40088,1,1,1,1,1,0,0,0,1493.899056,5644.626895,1493.899056,830.3945005,3430.517976,830.3945005,5644.626895,0.723299192,3430.517976,0.439584569,1678.625674,0.215098113,507.5821378,0.065041279,3104.175289,0.397767208,6.862423295,0.000879347,38.02018977,0.004871885,0.551921129,7.07229e-05,22.49068397,0.002881943,2472.526349,0.316828082,5550.418064,0.711227328,69.75321109,0.036405643,366.3366181,0.191198652,1493.899056,0.191427352,830.3945005,0.106406266,440.3385471,0.056424724,108.5733196,0.013912522,902.4644496,0.115641267,0.579807192,7.42962e-05,10.08612759,0.00129243,0.0,0.0,6.225117341,0.000797683,574.5435537,0.073621675,1472.395897,0.18867195,4.699795755,0.002452921,94.51752963,0.049330652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4278,2310,779,4407,22,50,3,39,3283,7659,115,485
6025012301,California,Imperial,0,5633,458,1,4504,0.799574,1,1,1,1,0,1,30.1,45833,1,1,1,0,0,1,1,1,5623.410052,5623.410052,639.2790162,3496.933517,3496.933517,425.9789611,5633.000218,1.000000039,3502.767716,0.62182988,292.0000005,0.051837387,221.0000008,0.039233091,3666.000123,0.650807762,1552.000044,0.275519269,68.00000079,0.01207172,4.999999917,0.000887626,26.00000055,0.004615658,315.9999994,0.056097994,2879.000088,0.511095347,49.57199149,0.108235789,85.38983121,0.186440679,5633.000218,1.000000039,3502.767716,0.62182988,292.0000005,0.051837387,221.0000008,0.039233091,3666.000123,0.650807762,1552.000044,0.275519269,68.00000079,0.01207172,4.999999917,0.000887626,26.00000055,0.004615658,315.9999994,0.056097994,2879.000088,0.511095347,49.57199149,0.108235789,85.38983121,0.186440679,5623.410052,0.998297542,3496.933517,0.620794162,288.0000006,0.051127286,218.7190944,0.038828172,3663.409956,0.650347942,1552.000044,0.275519269,68.00000079,0.01207172,4.999999917,0.000887626,26.00000055,0.004615658,308.9999995,0.054855317,2870.747535,0.50963031,49.35631839,0.107764887,84.96457747,0.185512178,639.2790162,0.113488197,425.9789611,0.075622042,177.3493074,0.031483989,108.477137,0.019257436,471.0895615,0.083630314,11.00000015,0.001952778,9.105272144,0.001616416,0.0,0.0,4.0,0.000710101,144.0841818,0.025578587,275.171676,0.048849934,27.31569078,0.059641246,47.7764814,0.104315462,737,292,221,3666,1552,68,5,26,316,2879,42,77
6025012302,California,Imperial,0,4756,1567,0,0,0.0,1,1,1,1,1,1,35.0,30313,1,1,1,0,0,1,1,1,4755.999987,4755.999987,679.4794267,3680.530406,3680.530406,592.5318241,4755.999987,0.999999997,3680.530406,0.773870985,1504.999997,0.316442388,682.0000007,0.143397813,2992.999997,0.629310344,85.9999995,0.018082422,52.0000002,0.010933558,4.000000026,0.000841043,88.99999993,0.018713204,1532.0,0.322119428,3126.999997,0.657485281,142.2785755,0.090796794,281.8275636,0.179851668,4755.999987,0.999999997,3680.530406,0.773870985,1504.999997,0.316442388,682.0000007,0.143397813,2992.999997,0.629310344,85.9999995,0.018082422,52.0000002,0.010933558,4.000000026,0.000841043,88.99999993,0.018713204,1532.0,0.322119428,3126.999997,0.657485281,142.2785755,0.090796794,281.8275636,0.179851668,4755.999987,0.999999997,3680.530406,0.773870985,1504.999997,0.316442388,682.0000007,0.143397813,2992.999997,0.629310344,85.9999995,0.018082422,52.0000002,0.010933558,4.000000026,0.000841043,88.99999993,0.018713204,1532.0,0.322119428,3126.999997,0.657485281,142.2785755,0.090796794,281.8275636,0.179851668,679.4794267,0.142867836,592.5318241,0.12458617,175.5667825,0.036914799,135.6410991,0.028519996,505.1620915,0.106215747,12.51279904,0.00263095,17.09821065,0.003595082,0.0,0.0,7.999999888,0.001682086,136.7063257,0.028743971,317.5396306,0.066766112,29.63527853,0.018912111,47.96958849,0.030612373,3814,1505,682,2993,86,52,4,89,1532,3127,138,291
6025012400,California,Imperial,0,1266,706,0,0,0.0,1,1,1,1,0,1,20.6,38098,1,1,1,0,0,1,1,1,1144.532877,1144.532877,703.1345172,507.0417877,507.0417877,312.6742708,1265.999997,0.999999997,560.2559544,0.442540248,114.0000002,0.090047394,602.0000009,0.475513429,1048.999997,0.828593994,48.9999996,0.038704581,6.999999924,0.005529226,0.0,0.0,29.00000004,0.022906793,132.0000003,0.104265403,231.999999,0.183254344,12.94736838,0.018339049,58.05921038,0.082236842,1265.999997,0.999999997,560.2559544,0.442540248,114.0000002,0.090047394,602.0000009,0.475513429,1048.999997,0.828593994,48.9999996,0.038704581,6.999999924,0.005529226,0.0,0.0,29.00000004,0.022906793,132.0000003,0.104265403,231.999999,0.183254344,12.94736838,0.018339049,58.05921038,0.082236842,1144.532877,0.904054405,507.0417877,0.400506941,87.00000053,0.06872038,579.7923922,0.457971874,960.5328769,0.758714753,43.99999975,0.034755134,5.999999969,0.004739336,0.0,0.0,21.00000007,0.016587678,113.0000007,0.089257504,172.9999996,0.136650869,12.94736838,0.018339049,54.00399552,0.076492911,703.1345172,0.555398513,312.6742708,0.246978097,33.65769207,0.026585855,432.9352172,0.341970946,625.4775494,0.494058096,22.69702409,0.017928139,3.999999947,0.003159558,0.0,0.0,9.699510619,0.007661541,41.26043249,0.032591179,76.78498936,0.06065165,10.60670793,0.015023666,34.72590431,0.049186833,224,114,602,1049,49,7,0,29,132,232,6,25
